Pathways,Reactions,Reaction Names,Formula,grRules,
Carnitine shuttle (mitochondrial),MAR02646,,MAM01139c + MAM01371c + MAM02040c  -> MAM01285c + MAM02039c + MAM02751c + MAM01139e ,ENSG00000095321 or ENSG00000157184,
Carnitine shuttle (mitochondrial),MAR02649,,MAM00638c + MAM02356c  <=> MAM02354c + MAM02355c ,ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208,
Carnitine shuttle (mitochondrial),MAR02650,,MAM01139c  <=> MAM02026c + MAM02356c ,ENSG00000095321 or ENSG00000157184,
Carnitine shuttle (mitochondrial),MAR02652,,MAM01597m + MAM01802m + MAM02040m + MAM02552m + MAM02689m  -> MAM01261m + MAM01803m + MAM02039m + MAM02553m + MAM03050m ,ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208,
Carnitine shuttle (mitochondrial),MAR02653,,MAM01650x + MAM02630x  -> MAM00039x + MAM02041x ,ENSG00000095321 or ENSG00000157184,
Carnitine shuttle (mitochondrial),MAR02656,,MAM02053e  -> MAM02053c ,ENSG00000095321 or ENSG00000157184,
Carnitine shuttle (mitochondrial),MAR02659,,MAM01371c + MAM01628c + MAM01974c  -> MAM01285c + MAM01927c + MAM02039c + MAM02751c ,ENSG00000095321 or ENSG00000157184,
Carnitine shuttle (mitochondrial),MAR02661,,MAM01413e + 4 MAM02519c + MAM02579e  -> MAM01413c + 4 MAM02519e + MAM02579c ,ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208,
Carnitine shuttle (mitochondrial),MAR02662,,MAM02040x + MAM03023x  -> MAM01574x ,ENSG00000095321 or ENSG00000157184,
Carnitine shuttle (mitochondrial),MAR02668,,MAM01574x + MAM02552x  -> MAM00886x + MAM02039x + MAM02553x ,ENSG00000095321 or ENSG00000157184,
Carnitine shuttle (mitochondrial),MAR02670,,MAM00042x  <=> MAM00099x ,ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208,
Carnitine shuttle (mitochondrial),MAR02671,,MAM00886x + MAM01597x  -> MAM00099x + MAM01261x ,ENSG00000095321 or ENSG00000157184,
Carnitine shuttle (mitochondrial),MAR02674,,3 MAM01597m + 3 MAM01802m + 3 MAM02040m + 3 MAM02552m + MAM02644m  -> 4 MAM01261m + 3 MAM01803m + 3 MAM02039m + 3 MAM02553m ,ENSG00000095321 or ENSG00000157184,
Carnitine shuttle (mitochondrial),MAR02676,,MAM00093c  <=> MAM00093x ,ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208,
Carnitine shuttle (mitochondrial),MAR02677,,MAM00177x + MAM02552x  -> MAM00894x + MAM02039x + MAM02553x ,ENSG00000095321 or ENSG00000157184,
Carnitine shuttle (mitochondrial),MAR02680,,MAM00894x + MAM01597x  -> MAM00118x + MAM01261x ,ENSG00000095321 or ENSG00000157184,
Carnitine shuttle (mitochondrial),MAR02682,,MAM02040x + MAM03020x  -> MAM00177x ,ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208,
Carnitine shuttle (mitochondrial),MAR02683,,MAM02613e  -> ,ENSG00000095321 or ENSG00000157184,
Carnitine shuttle (mitochondrial),MAR02685,,MAM01597x + MAM02040x + MAM02552x + MAM02630x + MAM02678x  -> MAM01261x + MAM02039x + MAM02041x + MAM02495x + MAM02553x ,ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208,
Carnitine shuttle (mitochondrial),MAR02686,,MAM01597x + MAM02040x + MAM02495x + MAM02552x + MAM02630x  -> MAM01261x + MAM02039x + MAM02041x + MAM02345x + MAM02553x ,ENSG00000095321 or ENSG00000157184,
Carnitine shuttle (mitochondrial),MAR02688,,MAM01442e + MAM02184e + 2 MAM02519e  -> MAM01442c + MAM02184c + 2 MAM02519c ,ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208,
Carnitine shuttle (mitochondrial),MAR02689,,MAM01371c  -> MAM01371e ,ENSG00000095321 or ENSG00000157184,
Carnitine shuttle (mitochondrial),MAR02691,,MAM01371c + MAM01597c + MAM02772c  -> MAM01334c + MAM02759c + MAM02774c ,ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208,
Carnitine shuttle (mitochondrial),MAR02692,,MAM01802m + MAM02914c  -> MAM01690c + MAM01803m ,ENSG00000095321 or ENSG00000157184,
Carnitine shuttle (mitochondrial),MAR02695,,MAM00057x + MAM02040x  -> MAM00793x ,ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208,
Carnitine shuttle (mitochondrial),MAR02697,,MAM00890x + MAM01597x  -> MAM01261x + MAM02678x ,ENSG00000095321 or ENSG00000157184,
Carnitine shuttle (mitochondrial),MAR02700,,MAM02630x + MAM02941x  -> MAM00057x + MAM02041x ,ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208,
Carnitine shuttle (mitochondrial),MAR02701,,MAM00793x + MAM02552x  -> MAM00890x + MAM02039x + MAM02553x ,ENSG00000095321 or ENSG00000157184,
Carnitine shuttle (mitochondrial),MAR02703,,MAM01597x + MAM01773x + MAM02040x + MAM02552x + MAM02630x  -> MAM01261x + MAM02039x + MAM02041x + MAM02553x + MAM02941x ,ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208,
Carnitine shuttle (mitochondrial),MAR02704,,MAM01756c + MAM03123c  -> MAM01754c + MAM02039c + MAM03114c ,ENSG00000095321 or ENSG00000157184,
Carnitine shuttle (mitochondrial),MAR02706,,MAM01626e  -> ,ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208,
Carnitine shuttle (mitochondrial),MAR02707,,MAM01371c + MAM02040c + MAM02842e  -> MAM01285c + MAM02039c + MAM02751c + MAM02842c ,ENSG00000095321 or ENSG00000157184,
Carnitine shuttle (mitochondrial),MAR02709,,MAM00174x + MAM02552x  -> MAM00868x + MAM02039x + MAM02553x ,ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208,
Carnitine shuttle (mitochondrial),MAR02710,,MAM00868x + MAM01597x  -> MAM01261x + MAM01650x ,ENSG00000095321 or ENSG00000157184,
Carnitine shuttle (mitochondrial),MAR02716,,MAM00042x + MAM02040x  -> MAM00174x ,ENSG00000095321 or ENSG00000157184,
Carnitine shuttle (mitochondrial),MAR02724,,MAM00129c + MAM02348c  <=> MAM01597c + MAM02974c ,ENSG00000095321 or ENSG00000157184,
Carnitine shuttle (mitochondrial),MAR02729,,MAM01362e  -> MAM01362c ,ENSG00000095321 or ENSG00000157184,
Carnitine shuttle (mitochondrial),MAR02731,,MAM00129m + 6 MAM01597m + 5 MAM01802m + 6 MAM02040m + 6 MAM02552m  -> 7 MAM01261m + 5 MAM01803m + 6 MAM02039m + 6 MAM02553m ,ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208,
Carnitine shuttle (mitochondrial),MAR02732,,MAM00129m + MAM02348m  <=> MAM01597m + MAM02974m ,ENSG00000095321 or ENSG00000157184,
Carnitine shuttle (mitochondrial),MAR02734,,MAM00678m + MAM02039m + MAM02555m  -> MAM02554m + MAM03035m ,ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208,
Carnitine shuttle (mitochondrial),MAR02735,,MAM00021e  -> ,ENSG00000095321 or ENSG00000157184,
Carnitine shuttle (mitochondrial),MAR02738,,MAM01334c + MAM02612c + MAM02759c  <=> MAM01371c + MAM01597c + MAM02613c ,ENSG00000095321 or ENSG00000157184,
Carnitine shuttle (mitochondrial),MAR02740,,MAM01821e  -> ,ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208,
Carnitine shuttle (mitochondrial),MAR02741,,MAM01450e  -> ,ENSG00000095321 or ENSG00000157184,
Carnitine shuttle (mitochondrial),MAR02745,,MAM03498x  <=> MAM03498c ,ENSG00000095321 or ENSG00000157184,
Carnitine shuttle (mitochondrial),MAR02754,,MAM02122c + MAM02348c  <=> MAM01597c + MAM03498c ,ENSG00000095321 or ENSG00000157184,
Carnitine shuttle (mitochondrial),MAR02761,,MAM02122c  <=> MAM02122m ,ENSG00000095321 or ENSG00000157184,
Carnitine shuttle (mitochondrial),MAR02766,,MAM02122x + MAM02348x  <=> MAM01597x + MAM03498x ,ENSG00000095321 or ENSG00000157184,
Carnitine shuttle (mitochondrial),MAR02769,,MAM02049c  -> MAM02049e ,ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208,
Carnitine shuttle (mitochondrial),MAR02770,,MAM01371c + MAM01584e + MAM02040c  -> MAM01285c + MAM01584c + MAM02039c + MAM02751c ,ENSG00000095321 or ENSG00000157184,
Carnitine shuttle (mitochondrial),MAR02772,,MAM01666e + MAM02040e  -> MAM01671e + MAM02578e ,ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208,
Carnitine shuttle (mitochondrial),MAR02773,,MAM02990c + MAM03106c  -> MAM01754c + MAM02040c + MAM02666c ,ENSG00000095321 or ENSG00000157184,
Carnitine shuttle (mitochondrial),MAR02775,,MAM01442e + MAM02125e + 2 MAM02519e  -> MAM01442c + MAM02125c + 2 MAM02519c ,ENSG00000149742 or ENSG00000175003 or ENSG00000178537 or ENSG00000197119 or ENSG00000197208,
Carnitine shuttle (mitochondrial),MAR02776,,MAM00817m + MAM02039m  -> MAM00657m + MAM01596m ,ENSG00000095321 or ENSG00000157184,
Carnitine shuttle (peroxisomal),MAR03030,Acetyl-CoA:carnitine O-acetyltransferase,MAM01316c  <=> MAM01316m ,ENSG00000095321,
Carnitine shuttle (peroxisomal),MAR03035,,MAM01005m + MAM02039m + MAM02553m  -> MAM02552m + MAM01004m ,ENSG00000178537 or ENSG00000197119,
Carnitine shuttle (peroxisomal),MAR03037,,MAM03101c  -> MAM03101m ,ENSG00000095321,
Carnitine shuttle (endoplasmic reticular),MAR02817,,MAM01597m + MAM02040m + MAM02552m + MAM00982m  -> MAM01261m + MAM02039m + MAM02553m + MAM00996m ,ENSG00000197375,
Carnitine shuttle (endoplasmic reticular),MAR02819,,MAM00725m + MAM02877m  -> MAM00817m + MAM02039m + MAM02871m ,ENSG00000095321,
Carnitine shuttle (endoplasmic reticular),MAR02825,,MAM01306m + MAM03101m  -> MAM01005m + MAM01974m ,ENSG00000197375,
Carnitine shuttle (endoplasmic reticular),MAR02827,,MAM02040m + MAM00996m  -> MAM00995m + MAM01597m + MAM02039m ,ENSG00000095321,
Carnitine shuttle (endoplasmic reticular),MAR02857,,MAM01806c + 7 MAM02187c  -> MAM01316c + 7 MAM02759c ,ENSG00000197375,
Carnitine shuttle (endoplasmic reticular),MAR02859,,MAM00995m + MAM01316m  -> MAM00767m + MAM02759m ,ENSG00000095321,
Carnitine shuttle (endoplasmic reticular),MAR02861,,MAM01371m + MAM01597m + MAM00981m  -> MAM01334m + MAM02759m + MAM00982m ,ENSG00000197375,
Carnitine shuttle (endoplasmic reticular),MAR02862,,MAM01004m  -> MAM02040m + MAM00981m ,ENSG00000095321,
Carnitine shuttle (endoplasmic reticular),MAR02869,,MAM00767m + MAM02039m + MAM02555m + MAM02630m  -> MAM00725m + MAM02040m + MAM02554m ,ENSG00000197375,
Carnitine shuttle (endoplasmic reticular),MAR02870,,MAM00341e  -> ,ENSG00000095321,
Carnitine shuttle (endoplasmic reticular),MAR02884,,MAM02751c + MAM03149c  <=> MAM02844c + MAM03148c ,ENSG00000197375,
Carnitine shuttle (endoplasmic reticular),MAR02886,,MAM02040c + MAM03150c  -> MAM02751c + MAM03149c ,ENSG00000095321,
Carnitine shuttle (endoplasmic reticular),MAR02892,,MAM01690e + MAM02040e  -> MAM01984e + MAM02751e ,ENSG00000197375,
Carnitine shuttle (endoplasmic reticular),MAR02894,palmitoyl-CoA:L-carnitine O-palmitoyltransferase,MAM01371e + MAM01984e  -> MAM01285e + MAM01690e + MAM02039e ,ENSG00000095321,
Carnitine shuttle (endoplasmic reticular),MAR02896,,MAM01432e  -> MAM01432c ,ENSG00000197375,
Carnitine shuttle (endoplasmic reticular),MAR02897,,MAM01412m + MAM01802m  -> MAM01622m + MAM01803m ,ENSG00000095321,
Acylglycerides metabolism,MAR00001,,MAM00181m + MAM02552m  -> MAM00858m + MAM02039m + MAM02553m ,ENSG00000074416 or ENSG00000100997 or ENSG00000115884 or ENSG00000142798 or ENSG00000163686 or ENSG00000175445 or ENSG00000277494,
Acylglycerides metabolism,MAR00002,triacylglycerol acylhydrolase,MAM00858m + MAM01597m  -> MAM01261m + MAM02644m ,ENSG00000175445,
Acylglycerides metabolism,MAR00003,"1,2-diacyl-sn-glycerol acylhydrolase",MAM02026c + MAM02040c  -> MAM01626c + MAM01974c ,ENSG00000006757 or ENSG00000079435 or ENSG00000100344 or ENSG00000101670 or ENSG00000114771 or ENSG00000134780 or ENSG00000164535 or ENSG00000166035 or ENSG00000170835 or ENSG00000175535 or ENSG00000177666 or ENSG00000182333 or ENSG00000187021 or ENSG00000203837 or ENSG00000266200,
Acylglycerides metabolism,MAR00604,"ATP:1,2-diacylglycerol 3-phosphotransferase",MAM01398e + MAM02046c  -> MAM01398c + MAM02046e ,ENSG00000058866 or ENSG00000065357 or ENSG00000077044 or ENSG00000102780 or ENSG00000136267 or ENSG00000145214 or ENSG00000149091 or ENSG00000153933 or ENSG00000157680 or ENSG00000274588,
Acylglycerides metabolism,MAR00605,"acyl-CoA:1,2-diacyl-sn-glycerol O-acyltransferase",MAM01597m + MAM01802m + MAM02040m + MAM02552m + MAM03982m  -> MAM01261m + MAM01803m + MAM02039m + MAM02553m + MAM04041m ,ENSG00000062282 or ENSG00000106384 or ENSG00000124003 or ENSG00000166391 or ENSG00000185000,
Acylglycerides metabolism,MAR00665,triacylglycerol acylhydrolase,MAM00106m + MAM01597m + MAM01802m + MAM02040m + MAM02552m  -> MAM01261m + MAM01803m + MAM02039m + MAM02553m + MAM03982m ,ENSG00000006757 or ENSG00000079435 or ENSG00000100344 or ENSG00000101670 or ENSG00000114771 or ENSG00000134780 or ENSG00000164535 or ENSG00000166035 or ENSG00000170835 or ENSG00000175535 or ENSG00000177666 or ENSG00000182333 or ENSG00000187021 or ENSG00000203837 or ENSG00000266200,
Acylglycerides metabolism,MAR00667,"1,2-diacyl-sn-glycerol acylhydrolase",MAM02039m + MAM02555m + MAM03522m  -> MAM02554m + MAM03035m ,ENSG00000006757 or ENSG00000079435 or ENSG00000100344 or ENSG00000101670 or ENSG00000114771 or ENSG00000134780 or ENSG00000164535 or ENSG00000166035 or ENSG00000170835 or ENSG00000175535 or ENSG00000177666 or ENSG00000182333 or ENSG00000187021 or ENSG00000203837 or ENSG00000266200,
Acylglycerides metabolism,MAR00668,"1,2-diacyl-sn-glycerol acylhydrolase",MAM01597m + MAM01802m + MAM02040m + MAM02552m + MAM04041m  -> MAM01261m + MAM01803m + MAM02039m + MAM02553m + MAM03967m ,ENSG00000006757 or ENSG00000079435 or ENSG00000100344 or ENSG00000101670 or ENSG00000114771 or ENSG00000134780 or ENSG00000164535 or ENSG00000166035 or ENSG00000170835 or ENSG00000175535 or ENSG00000177666 or ENSG00000182333 or ENSG00000187021 or ENSG00000203837 or ENSG00000266200,
Acylglycerides metabolism,MAR00669,"1,2-diacyl-sn-glycerol acylhydrolase",MAM01802m + MAM03969m  -> MAM01803m + MAM03522m ,ENSG00000006757 or ENSG00000079435 or ENSG00000100344 or ENSG00000101670 or ENSG00000114771 or ENSG00000134780 or ENSG00000164535 or ENSG00000166035 or ENSG00000170835 or ENSG00000175535 or ENSG00000177666 or ENSG00000182333 or ENSG00000187021 or ENSG00000203837 or ENSG00000266200,
Acylglycerides metabolism,MAR00670,"1,2-diacyl-sn-glycerol acylhydrolase",MAM01597m + MAM02040m + MAM02552m + MAM03966m  -> MAM01261m + MAM02039m + MAM02553m + MAM03969m ,ENSG00000006757 or ENSG00000079435 or ENSG00000100344 or ENSG00000101670 or ENSG00000114771 or ENSG00000134780 or ENSG00000164535 or ENSG00000166035 or ENSG00000170835 or ENSG00000175535 or ENSG00000177666 or ENSG00000182333 or ENSG00000187021 or ENSG00000203837 or ENSG00000266200,
Acylglycerides metabolism,MAR00671,"1,2-diacyl-sn-glycerol acylhydrolase",MAM03967m  -> MAM03966m ,ENSG00000006757 or ENSG00000079435 or ENSG00000100344 or ENSG00000101670 or ENSG00000114771 or ENSG00000134780 or ENSG00000164535 or ENSG00000166035 or ENSG00000170835 or ENSG00000175535 or ENSG00000177666 or ENSG00000182333 or ENSG00000187021 or ENSG00000203837 or ENSG00000266200,
Acylglycerides metabolism,MAR00672,"1,2-diacyl-sn-glycerol acylhydrolase",MAM01622m + MAM02040m  -> MAM00173m ,ENSG00000006757 or ENSG00000079435 or ENSG00000100344 or ENSG00000101670 or ENSG00000114771 or ENSG00000134780 or ENSG00000164535 or ENSG00000166035 or ENSG00000170835 or ENSG00000175535 or ENSG00000177666 or ENSG00000182333 or ENSG00000187021 or ENSG00000203837 or ENSG00000266200,
Acylglycerides metabolism,MAR00679,1-acylglycerol acylhydrolase,MAM00173m + MAM02552m  -> MAM01255m + MAM02039m + MAM02553m ,ENSG00000074416 or ENSG00000100997 or ENSG00000163686,
Acylglycerides metabolism,MAR00680,1-acylglycerol acylhydrolase,MAM01371c + MAM02026c + MAM02040c  -> MAM01285c + MAM02026e + MAM02039c + MAM02751c ,ENSG00000074416 or ENSG00000100997 or ENSG00000163686,
Acylglycerides metabolism,MAR00681,1-acylglycerol acylhydrolase,MAM00718c  -> MAM00680c + MAM02040c ,ENSG00000074416 or ENSG00000100997 or ENSG00000163686,
Acylglycerides metabolism,MAR00682,1-acylglycerol acylhydrolase,MAM00680c + MAM02039c + MAM02555c  -> MAM00134c + MAM02554c ,ENSG00000074416 or ENSG00000100997 or ENSG00000163686,
Acylglycerides metabolism,MAR00683,1-acylglycerol acylhydrolase,MAM00902c + MAM02039c + MAM02555c  -> MAM00718c + MAM02554c ,ENSG00000074416 or ENSG00000100997 or ENSG00000163686,
Acylglycerides metabolism,MAR00684,1-acylglycerol acylhydrolase,MAM02040m + MAM03019m  -> MAM00172m ,ENSG00000074416 or ENSG00000100997 or ENSG00000163686,
Acylglycerides metabolism,MAR07588,Acyl-CoA:glycerone-phosphate O-acyltransferase,MAM01191m + MAM01802m  -> MAM01803m + MAM03019m ,ENSG00000116906,
Beta oxidation of even-chain fatty acids (peroxisomal),MAR03053,,MAM00849m + MAM01597m  -> MAM01141m + MAM01261m ,,
Beta oxidation of even-chain fatty acids (peroxisomal),MAR03057,,MAM00172m + MAM02552m  -> MAM00849m + MAM02039m + MAM02553m ,ENSG00000087008 or ENSG00000161533,
Beta oxidation of even-chain fatty acids (peroxisomal),MAR03058,,MAM01334c + MAM02052c + MAM02759c  <=> MAM01371c + MAM01597c + MAM02053c ,ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721,
Beta oxidation of even-chain fatty acids (peroxisomal),MAR03059,,MAM02328c + MAM03107c  -> MAM01960c + MAM02039c + MAM03106c ,ENSG00000060971 and ENSG00000113790 and ENSG00000133835,
Beta oxidation of even-chain fatty acids (peroxisomal),MAR03060,,MAM01960c + MAM02040c  -> MAM01910c + MAM02328c ,ENSG00000060971 and ENSG00000167306,
Beta oxidation of even-chain fatty acids (peroxisomal),MAR03062,,MAM01334c + MAM02112c + MAM02759c  <=> MAM01371c + MAM01597c + MAM03153c ,ENSG00000087008 or ENSG00000161533,
Beta oxidation of even-chain fatty acids (peroxisomal),MAR03063,,MAM02039c + MAM02555c + MAM02630c + MAM02941c  -> MAM01586c + 2 MAM02040c + MAM02554c ,ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721,
Beta oxidation of even-chain fatty acids (peroxisomal),MAR03064,,MAM01362c + MAM02630c  -> MAM01042c ,ENSG00000060971 and ENSG00000113790 and ENSG00000133835,
Beta oxidation of even-chain fatty acids (peroxisomal),MAR03065,,MAM01371c + MAM02040c + MAM02690c  -> MAM01285c + MAM02039c + MAM02690e + MAM02751c ,ENSG00000060971 and ENSG00000167306,
Beta oxidation of even-chain fatty acids (peroxisomal),MAR03066,,MAM02039c + MAM02390c + MAM02553c + MAM02630c  -> MAM00108c + 2 MAM02040c + MAM02552c ,ENSG00000087008 or ENSG00000161533,
Beta oxidation of even-chain fatty acids (peroxisomal),MAR03067,,MAM00385e  -> ,ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721,
Beta oxidation of even-chain fatty acids (peroxisomal),MAR03068,,MAM00385c + MAM01371c + MAM02040c  -> MAM01285c + MAM02039c + MAM02751c + MAM00385e ,ENSG00000060971 and ENSG00000113790 and ENSG00000133835,
Beta oxidation of even-chain fatty acids (peroxisomal),MAR03069,,MAM02040c + MAM02796c  <=> MAM02783c ,ENSG00000060971 and ENSG00000167306,
Beta oxidation of even-chain fatty acids (peroxisomal),MAR03074,,MAM00385c + MAM02040c  <=> MAM02796c ,ENSG00000087008 or ENSG00000161533,
Beta oxidation of even-chain fatty acids (peroxisomal),MAR03075,,MAM01371c + MAM01833c + MAM02980c  -> MAM00266c + MAM01285c + MAM02751c ,ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721,
Beta oxidation of even-chain fatty acids (peroxisomal),MAR03076,,MAM00403r  <=> MAM00403c ,ENSG00000060971 and ENSG00000113790 and ENSG00000133835,
Beta oxidation of even-chain fatty acids (peroxisomal),MAR03077,,MAM01597x + MAM02040x + MAM02552x + MAM02630x + MAM03922x  -> MAM01261x + MAM02039x + MAM02041x + MAM02553x + MAM03409x ,ENSG00000060971 and ENSG00000167306,
Beta oxidation of even-chain fatty acids (peroxisomal),MAR03078,,MAM01597x + MAM02040x + MAM02552x + MAM02630x + MAM03409x  -> MAM01261x + MAM02039x + MAM02041x + MAM02553x + MAM02944x ,ENSG00000087008 or ENSG00000161533,
Beta oxidation of even-chain fatty acids (peroxisomal),MAR03079,(S)-3-Hydroxyhexadecanoyl-CoA hydro-lyase,MAM01597x + MAM02040x + MAM02552x + MAM02630x + MAM03655x  -> MAM01261x + MAM02039x + MAM02041x + MAM02553x + MAM03492x ,ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721,
Beta oxidation of even-chain fatty acids (peroxisomal),MAR03080,(S)-3-Hydroxyhexadecanoyl-CoA:NAD+ oxidoreductase,MAM01371r + MAM01597r + MAM03654r  -> MAM01334r + MAM02759r + MAM03655r ,ENSG00000060971 and ENSG00000113790 and ENSG00000133835,
Beta oxidation of even-chain fatty acids (peroxisomal),MAR03081,myristoyl-CoA:acetylCoA C-myristoyltransferase,MAM03655r  -> MAM03655x ,ENSG00000060971 and ENSG00000167306,
Beta oxidation of even-chain fatty acids (peroxisomal),MAR03082,,MAM02348c + MAM02944c  <=> MAM01597c + MAM03495c ,ENSG00000087008 or ENSG00000161533,
Beta oxidation of even-chain fatty acids (peroxisomal),MAR03083,(S)-3-Hydroxytetradecanoyl-CoA hydro-lyase,MAM03654c  <=> MAM03654r ,ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721,
Beta oxidation of even-chain fatty acids (peroxisomal),MAR03084,(S)-3-Hydroxytetradecanoyl-CoA:NAD+ oxidoreductase,MAM02348x + MAM02944x  <=> MAM01597x + MAM03495x ,ENSG00000060971 and ENSG00000113790 and ENSG00000133835,
Beta oxidation of even-chain fatty acids (peroxisomal),MAR03085,Lauroyl-CoA:acetyl-CoA C-acyltransferase,MAM02944c + MAM02039i  -> MAM02039m + MAM02944m ,ENSG00000060971 and ENSG00000167306,
Beta oxidation of even-chain fatty acids (peroxisomal),MAR03086,,MAM02039r + MAM02555r + MAM02630r + MAM02674r  -> MAM02040r + MAM02554r + MAM00403r ,ENSG00000087008 or ENSG00000161533,
Beta oxidation of even-chain fatty acids (peroxisomal),MAR03087,(S)-3-Hydroxydodecanoyl-CoA hydro-lyase,MAM00403c + MAM02040c + 2 MAM02552c  -> 3 MAM02039c + 2 MAM02553c + MAM03654c ,ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721,
Beta oxidation of even-chain fatty acids (peroxisomal),MAR03088,(S)-3-hydroxydodecanoyl-CoA:NAD+ oxidoreductase,MAM03495x  <=> MAM03495c ,ENSG00000060971 and ENSG00000113790 and ENSG00000133835,
